# x1,x2
-8.764275238000000456e+01,4.174834454699999498e+01
-8.770896441399999333e+01,4.189443897199999611e+01
-8.761531163099999731e+01,4.178389060500000340e+01
-8.773252338200001077e+01,4.173970223999999973e+01
-8.779484651600000689e+01,4.195276885999999905e+01
-8.755638979200000449e+01,4.174376712000000111e+01
-8.779484651600000689e+01,4.195276885999999905e+01
-8.779484651600000689e+01,4.195276885999999905e+01
-8.779484651600000689e+01,4.195276885999999905e+01
-8.759927538899999888e+01,4.175740013899999781e+01
-8.779484651600000689e+01,4.195276885999999905e+01
-8.763169873799999721e+01,4.177538027399999976e+01
-8.762058086899999410e+01,4.166818741899999878e+01
-8.760232156299998962e+01,4.165519901599999741e+01
-8.777072938599999929e+01,4.188216483300000448e+01
-8.772894667700001037e+01,4.190907113400000128e+01
-8.765223944100000608e+01,4.178616820100000240e+01
-8.769980084600000225e+01,4.177719755199999696e+01
-8.762662525499999333e+01,4.178836533999999858e+01
-8.771217348700000116e+01,4.183803724599999896e+01
-8.771997192499999585e+01,4.185605957300000313e+01
-8.769234296200001211e+01,4.199843823100000151e+01
-8.776224130299999615e+01,4.188028154399999892e+01
-8.764295414100000414e+01,4.171171464700000087e+01
-8.758058638600000734e+01,4.176561912700000079e+01
-8.774579222500000242e+01,4.189449609100000060e+01
-8.763430670799999689e+01,4.170430483500000207e+01
-8.762819173600000511e+01,4.176654412900000324e+01
-8.762813796200001093e+01,4.176442520100000166e+01
-8.763618761499999721e+01,4.168782009199999550e+01
-8.767835247100001084e+01,4.185434511999999785e+01
-8.762259224100000665e+01,4.176009345699999642e+01
-8.772086758999999745e+01,4.188336693000000110e+01
-8.762469319200000939e+01,4.179432500099999714e+01
-8.760379717399999322e+01,4.174324089699999973e+01
-8.771240089799999851e+01,4.193627420099999625e+01
-8.765634097999999597e+01,4.167256404599999797e+01
-8.757491635499999916e+01,4.175965690599999647e+01
-8.756242059899999219e+01,4.173677409100000091e+01
-8.762827002700001344e+01,4.167796353300000334e+01
-8.760661352399999657e+01,4.175799290500000183e+01
-8.773118640500000254e+01,4.188066078599999997e+01
-8.773118640500000254e+01,4.188066078599999997e+01
-8.773118640500000254e+01,4.188066078599999997e+01
-8.766482849399999111e+01,4.168712854099999987e+01
-8.771384474700001022e+01,4.189453949699999669e+01
-8.778656802899999434e+01,4.195314411100000029e+01
-8.765864562299999818e+01,4.169371723300000099e+01
-8.775176440899998909e+01,4.189044580000000195e+01
-8.764630065799998704e+01,4.174275371000000234e+01
-8.772975532399999565e+01,4.185596046999999942e+01
-8.757461076600000638e+01,4.171588320300000419e+01
-8.762171216500000526e+01,4.182875545499999959e+01
-8.775485439100000917e+01,4.193872424999999993e+01
-8.762901519299998654e+01,4.178475755800000258e+01
-8.764263541700000815e+01,4.174421366199999994e+01
-8.763886028500000691e+01,4.178610182199999912e+01
-8.756560394100000622e+01,4.176081352199999941e+01
-8.774314297399999418e+01,4.180716826999999824e+01
-8.762096661200000369e+01,4.178379134000000050e+01
-8.760704769299999839e+01,4.177409368600000050e+01
-8.758880817499999694e+01,4.177386441400000194e+01
-8.771765945799998576e+01,4.185834688999999997e+01
-8.766136306399999967e+01,4.185942538699999460e+01
-8.754009200899999144e+01,4.170198888899999901e+01
-8.755812600999999518e+01,4.175935548599999692e+01
-8.771583925799998838e+01,4.179452726699999943e+01
-8.769136176000000660e+01,4.192031060000000053e+01
-8.776072050799999147e+01,4.189720322800000218e+01
-8.770766306500000553e+01,4.185088336599999792e+01
-8.762177168399999516e+01,4.167803874599999858e+01
-8.772355670999999688e+01,4.183689350800000284e+01
-8.761718094399999757e+01,4.179844423400000153e+01
-8.760156940500000644e+01,4.175226646600000180e+01
-8.762387119500000665e+01,4.185519055099999974e+01
-8.770854783100000418e+01,4.197104168599999952e+01
-8.769525992600000563e+01,4.184616086100000132e+01
-8.770913850899999886e+01,4.185995019399999961e+01
-8.765099164100000451e+01,4.173887650999999721e+01
-8.756150984399999970e+01,4.175836562300000310e+01
-8.775341164799999660e+01,4.188171095799999932e+01
-8.770121478999999454e+01,4.178628072000000060e+01
-8.761087259500000357e+01,4.178345662000000260e+01
-8.770832269299998529e+01,4.190826918300000159e+01
-8.775846751400000301e+01,4.187933515900000003e+01
-8.766623101899999426e+01,4.176429594300000048e+01
-8.766623101899999426e+01,4.176429594300000048e+01
-8.754582066200001123e+01,4.173667523800000367e+01
-8.770977414700000452e+01,4.186291470000000459e+01
-8.768678817799998626e+01,4.176016528699999952e+01
-8.775358748899999739e+01,4.190044131799999860e+01
-8.774121656200000530e+01,4.187929690600000043e+01
-8.762220949899999312e+01,4.170277063099999992e+01
-8.767544687000000181e+01,4.179147643199999607e+01
-8.768684035799999776e+01,4.187388290399999846e+01
-8.772506009399999982e+01,4.188543367699999465e+01
-8.773338831299999185e+01,4.185057056499999817e+01
-8.770684190700001182e+01,4.187484721999999948e+01
-8.760379691700001104e+01,4.174520581800000230e+01
-8.776662817799999061e+01,4.189372539099999670e+01
-8.771938815500000430e+01,4.189175367600000044e+01
-8.759596965600000829e+01,4.172119253800000394e+01
-8.762108444100000781e+01,4.182017572400000205e+01
-8.773277327899999989e+01,4.189707419199999805e+01
-8.772190634599999726e+01,4.187802666999999701e+01
-8.765355473399999653e+01,4.179008660199999525e+01
-8.760355126299998574e+01,4.182152561899999910e+01
-8.760480866599999672e+01,4.173609565000000288e+01
-8.764091523399999062e+01,4.178254665099999698e+01
-8.768728733000000375e+01,4.177873053300000095e+01
-8.761938458100000560e+01,4.180113088000000232e+01
-8.752935992999999826e+01,4.171542732099999995e+01
-8.771249509700000146e+01,4.190912331999999907e+01
-8.773498291200000665e+01,4.186653949699999799e+01
-8.773498291200000665e+01,4.186653949699999799e+01
-8.756382594400000130e+01,4.175286512199999578e+01
-8.761249664000000337e+01,4.182143665800000321e+01
-8.770768618200000333e+01,4.189256318599999673e+01
-8.755268046200001208e+01,4.173871167000000071e+01
-8.771181967200000429e+01,4.184805464499999772e+01
-8.756124647200000766e+01,4.174364343300000257e+01
-8.760036073700000259e+01,4.175220387599999583e+01
-8.757637833799999783e+01,4.176904928800000505e+01
-8.762988157600000250e+01,4.176989978400000325e+01
-8.776614107399998943e+01,4.191266098599999879e+01
-8.773255650500000513e+01,4.185630721300000090e+01
-8.767310645599999930e+01,4.179477535899999907e+01
-8.763456014799999139e+01,4.176102309099999843e+01
-8.762475114700001200e+01,4.170808562300000233e+01
-8.769493592000000604e+01,4.183297286100000179e+01
-8.771280958500000224e+01,4.186031586400000037e+01
-8.762654563600000301e+01,4.176523047300000258e+01
-8.764184103200000209e+01,4.173628606100000127e+01
-8.770730689100000177e+01,4.186294244199999781e+01
-8.775072769700000208e+01,4.187762216099999790e+01
-8.766007655700001067e+01,4.179410148000000191e+01
-8.765583303399999693e+01,4.186410203599999846e+01
-8.776792469100000460e+01,4.189414341799999875e+01
-8.773233346499999641e+01,4.186013428800000469e+01
-8.763447305200000415e+01,4.175756474300000320e+01
-8.763447305200000415e+01,4.175756474300000320e+01
-8.770300142000000676e+01,4.186099791299999850e+01
-8.768264638799999489e+01,4.183159488199999743e+01
-8.762393328100000645e+01,4.169986406599999640e+01
-8.763855255400000033e+01,4.168613292599999909e+01
-8.765143501200000742e+01,4.175515013999999780e+01
-8.766182450799999515e+01,4.178087326200000007e+01
-8.774095809799999302e+01,4.173770975200000066e+01
-8.762881456799999569e+01,4.170253962599999653e+01
-8.771209874700001308e+01,4.188634124400000047e+01
-8.757705511599999681e+01,4.175886692499999953e+01
-8.767012126500000591e+01,4.168866859199999908e+01
-8.768268931799998711e+01,4.189072833699999876e+01
-8.764860316299998999e+01,4.168499671699999709e+01
-8.775346075799998857e+01,4.189496042700000089e+01
-8.771402809600000694e+01,4.186034165099999882e+01
-8.766136664799999778e+01,4.185943363999999889e+01
-8.769802347600000303e+01,4.188288058500000233e+01
-8.755391377399999442e+01,4.174034741500000223e+01
-8.755552655399999651e+01,4.175305073500000219e+01
-8.755391377399999442e+01,4.174034741500000223e+01
-8.763091491000000133e+01,4.185286829800000419e+01
-8.765858301600000857e+01,4.175012360899999919e+01
-8.776653691999999296e+01,4.188119745099999847e+01
-8.762197794899999792e+01,4.173639258400000074e+01
-8.763736569700000700e+01,4.172965896899999905e+01
-8.772400856899999155e+01,4.187164648199999561e+01
-8.765966021799999908e+01,4.186427822800000342e+01
-8.764076209799999617e+01,4.177565206799999942e+01
-8.765966021799999908e+01,4.186427822800000342e+01
-8.765951461600000982e+01,4.176406464699999788e+01
-8.771871747400000174e+01,4.189428576800000315e+01
-8.775033460999999591e+01,4.188491438199999806e+01
-8.763238650799999618e+01,4.181758330599999596e+01
-8.775529441899999483e+01,4.188671772600000054e+01
-8.775075628000000449e+01,4.189711194600000255e+01
-8.771145068399999900e+01,4.189598374900000266e+01
-8.762662790999999629e+01,4.176808779099999924e+01
-8.775718657799998823e+01,4.191767951799999992e+01
-8.766908486900000241e+01,4.201896696800000086e+01
-8.773987631399999998e+01,4.190190805199999602e+01
-8.772410954200000788e+01,4.178321828900000412e+01
-8.770813412600000447e+01,4.189370722999999685e+01
-8.770692989900000214e+01,4.188538835500000346e+01
-8.766615858600000877e+01,4.200740796600000238e+01
-8.772529369799998733e+01,4.189720222999999777e+01
-8.768057449700000916e+01,4.176027285600000027e+01
-8.759826788200000180e+01,4.171752439000000123e+01
-8.773798276799999485e+01,4.188232355899999959e+01
-8.767252999400000135e+01,4.177306195699999591e+01
-8.773731213299998899e+01,4.188454566600000106e+01
-8.770914733299999000e+01,4.186017527099999569e+01
-8.759904649100000995e+01,4.174854281800000422e+01
-8.772302166200000784e+01,4.192171814699999999e+01
-8.769178154499999778e+01,4.176371421900000058e+01
-8.763930928499999595e+01,4.171143746900000338e+01
-8.770300684400000080e+01,4.177327712000000304e+01
-8.761552042600000334e+01,4.177601854299999928e+01
-8.764425776400000245e+01,4.193585527300000138e+01
-8.768966672000000528e+01,4.177653473099999815e+01
-8.756990310999999849e+01,4.175248029699999819e+01
-8.758555529200000933e+01,4.173259920699999981e+01
-8.771247974399999237e+01,4.184887326100000138e+01
-8.768016977399999234e+01,4.177018296900000394e+01
-8.775401448099999868e+01,4.188489732899999751e+01
-8.774711797899999510e+01,4.192422843099999596e+01
-8.771751698999999292e+01,4.188390334999999709e+01
-8.772827176399999871e+01,4.195911946800000436e+01
-8.766583541700001092e+01,4.179538099199999834e+01
-8.764461350899999559e+01,4.177306814199999963e+01
-8.763208936299999152e+01,4.172333966200000077e+01
-8.753528208899999186e+01,4.169680449500000208e+01
-8.762778527299998643e+01,4.179359758900000088e+01
-8.771095494899999778e+01,4.183805809199999715e+01
-8.763134732600001087e+01,4.192672937500000074e+01
-8.759300804299999754e+01,4.177781040099999643e+01
-8.762392885399999898e+01,4.178848044600000122e+01
-8.772749214700000664e+01,4.186200787800000001e+01
-8.775053283700000861e+01,4.189017610900000221e+01
-8.777398675899999603e+01,4.190993328100000070e+01
-8.775990204700001129e+01,4.189672164599999604e+01
-8.771190107600000374e+01,4.187452618700000073e+01
-8.763325604599999963e+01,4.180477284100000190e+01
-8.763356427700000495e+01,4.191116119899999859e+01
-8.763356427700000495e+01,4.191116119899999859e+01
-8.772862547100000086e+01,4.189794979100000205e+01
-8.769965376100000753e+01,4.196014508800000442e+01
-8.764896279200000606e+01,4.175327205800000030e+01
-8.766638306899999122e+01,4.175032008899999880e+01
-8.773138863700000911e+01,4.190879581600000137e+01
-8.760812913299999138e+01,4.172656096099999701e+01
-8.761055054200001280e+01,4.177066894499999705e+01
-8.760812913299999138e+01,4.172656096099999701e+01
-8.761980024999999728e+01,4.175240034200000139e+01
-8.767094472200000155e+01,4.179031442600000190e+01
-8.761949984799998958e+01,4.168818144200000120e+01
-8.777417692700001339e+01,4.190287602499999764e+01
-8.771789922499999648e+01,4.191409203199999922e+01
-8.765968224399999542e+01,4.186427835699999633e+01
-8.761477505200001303e+01,4.169953822200000104e+01
-8.759096103100000619e+01,4.172225801500000131e+01
-8.763702276899999788e+01,4.178716371600000201e+01
-8.762104831000000615e+01,4.180290852400000290e+01
-8.762104831000000615e+01,4.180290852400000290e+01
-8.777311238700001184e+01,4.177783090999999871e+01
-8.762916204399999742e+01,4.173612947300000542e+01
-8.767430268799999737e+01,4.177930992199999594e+01
-8.775164513899999008e+01,4.191046991900000052e+01
-8.773295131000000424e+01,4.187845541699999785e+01
-8.756258311999999933e+01,4.175106476399999877e+01
-8.772350224600000956e+01,4.189053245499999889e+01
-8.766860425299999804e+01,4.173571676400000285e+01
-8.769056072499999743e+01,4.185253427600000009e+01
-8.772653728400000261e+01,4.194274655899999971e+01
-8.766441491100000860e+01,4.175034157900000054e+01
-8.773337457200000244e+01,4.187246143899999851e+01
-8.761110282899998936e+01,4.169916118399999760e+01
-8.768332805100000371e+01,4.176780510800000457e+01
-8.772682227899998963e+01,4.179260989000000137e+01
-8.758042900399999553e+01,4.175337030099999680e+01
-8.762220419100000868e+01,4.178461131599999590e+01
-8.760135055100001011e+01,4.175862635900000441e+01
-8.760135055100001011e+01,4.175862635900000441e+01
-8.772582525999999348e+01,4.186707320300000390e+01
-8.764152967399999739e+01,4.176460815800000148e+01
-8.777337742899999284e+01,4.189473819500000218e+01
-8.763326706499999830e+01,4.177376522000000136e+01
-8.758125574600001073e+01,4.176731125100000241e+01
-8.764539173799998650e+01,4.185524189000000206e+01
-8.774879886399999407e+01,4.189224194500000209e+01
-8.771443837200000360e+01,4.187603825000000057e+01
-8.770703605100000289e+01,4.199997924600000232e+01
-8.770829989799999282e+01,4.187217952000000309e+01
-8.768792951200001085e+01,4.180206883199999623e+01
-8.773768752600000198e+01,4.187378192099999552e+01
-8.771697031099999720e+01,4.186283279900000309e+01
-8.770598468299999695e+01,4.179272850699999964e+01
-8.773764942200000405e+01,4.194624325499999884e+01
-8.774940137999999479e+01,4.188012367000000324e+01
-8.765283449499999335e+01,4.176248572300000461e+01
-8.774268809500000543e+01,4.187660962900000072e+01
-8.763562865700001225e+01,4.189364634700000067e+01
-8.774572518299999047e+01,4.189259398699999792e+01
-8.766621081099999913e+01,4.175032183300000099e+01
-8.764735044299999345e+01,4.176151455899999831e+01
-8.770895817400000283e+01,4.189922763599999911e+01
-8.763330359100000067e+01,4.175927829999999830e+01
-8.768942093399999749e+01,4.179377299300000459e+01
-8.772530204100000617e+01,4.184789629300000513e+01
-8.753648861399999248e+01,4.171148399799999851e+01
-8.764740486299999134e+01,4.174091338699999909e+01
-8.763121425899998940e+01,4.189528793699999909e+01
-8.771657313000000045e+01,4.189040214500000303e+01
-8.765904955899999607e+01,4.168063186500000228e+01
-8.775876024500000483e+01,4.188109020000000271e+01
-8.763462096799999301e+01,4.181316491699999460e+01
-8.771685473299999103e+01,4.190236580100000197e+01
-8.755755325700000924e+01,4.174026227400000266e+01
-8.756140233000000705e+01,4.175265676300000450e+01
-8.775203530899999294e+01,4.189945377800000159e+01
-8.771232614700001307e+01,4.182338366199999768e+01
-8.760303470299999162e+01,4.172709676899999920e+01
-8.771125070799999435e+01,4.178703255300000308e+01
-8.772105551899998943e+01,4.189060725099999871e+01
-8.766349498799999651e+01,4.178312235599999980e+01
-8.774492127700000310e+01,4.187093225699999977e+01
-8.774492127700000310e+01,4.187093225699999977e+01
-8.763559460700000159e+01,4.175383930800000343e+01
-8.763559460700000159e+01,4.175383930800000343e+01
-8.765074245899999994e+01,4.177519587300000126e+01
-8.761569688200000883e+01,4.178320968399999913e+01
-8.755271318399999814e+01,4.174054783199999719e+01
-8.760764177999999447e+01,4.175065565500000275e+01
-8.761860760299998674e+01,4.170594267999999971e+01
-8.772365821399999675e+01,4.189614525800000422e+01
-8.760339695799999049e+01,4.177597783000000220e+01
-8.773546431399999790e+01,4.188027973199999821e+01
-8.775421682200000362e+01,4.188038405999999725e+01
-8.763731687399999259e+01,4.177183588900000188e+01
-8.757808868799999402e+01,4.176386834199999498e+01
-8.774811137000000372e+01,4.189070715500000119e+01
-8.768095268299998679e+01,4.177467983199999679e+01
-8.762234498099999769e+01,4.170808997099999971e+01
-8.771306662499999618e+01,4.189182672999999824e+01
-8.771306662499999618e+01,4.189182672999999824e+01
-8.766584729500000606e+01,4.174968304200000091e+01
-8.761204771200000607e+01,4.170733971900000370e+01
-8.768377767900000208e+01,4.178427891300000141e+01
-8.773653727799998592e+01,4.188059815700000144e+01
-8.754572465200000408e+01,4.173283804100000083e+01
-8.758718217399999162e+01,4.176422688800000316e+01
-8.762395243000000278e+01,4.168712500099999829e+01
-8.770907241499999429e+01,4.178252009699999547e+01
-8.766937679899999125e+01,4.179158695699999981e+01
-8.762285260400000197e+01,4.169258491699999780e+01
-8.762635772700001269e+01,4.175763858599999878e+01
-8.771663013299999534e+01,4.187263619200000164e+01
-8.762957896700001470e+01,4.170161947100000077e+01
-8.760309287900000186e+01,4.165721278099999836e+01
-8.772909325999999908e+01,4.187793572900000072e+01
-8.777562623700001154e+01,4.192121731599999634e+01
-8.766821781400000191e+01,4.168650054300000107e+01
-8.761459599799999864e+01,4.188758633500000172e+01
-8.772932357999999908e+01,4.187882333299999971e+01
-8.763203209200000288e+01,4.179088205300000425e+01
-8.762748269600000128e+01,4.172286138900000196e+01
-8.762318951000000311e+01,4.169557557499999945e+01
-8.775561931000000016e+01,4.187755905699999914e+01
-8.775561931000000016e+01,4.187755905699999914e+01
-8.773693943899999681e+01,4.174673971300000375e+01
-8.770333527200000390e+01,4.178579290700000115e+01
-8.772152442700000563e+01,4.187803012399999858e+01
-8.763508375399999295e+01,4.178135326499999991e+01
-8.763227987499999472e+01,4.181323298099999874e+01
-8.776024663399999781e+01,4.188488194600000014e+01
-8.763785869100000525e+01,4.177258287400000114e+01
-8.760824913799999081e+01,4.177418360400000097e+01
-8.776308445099999744e+01,4.191182257699999525e+01
-8.771828007100000946e+01,4.190274117199999893e+01
-8.763379545700000506e+01,4.182497672800000288e+01
-8.772637500700000146e+01,4.186562165400000168e+01
-8.770555548200000828e+01,4.190348735100000255e+01
-8.771994033200000729e+01,4.189430877199999514e+01
-8.770295404600000211e+01,4.188039402599999761e+01
-8.767538881799998762e+01,4.178926420300000188e+01
-8.772386514500000487e+01,4.187437625199999758e+01
-8.772416908099999944e+01,4.186982240500000074e+01
-8.766171138799998630e+01,4.177695649500000030e+01
-8.762310466200000292e+01,4.182493307600000065e+01
-8.775038161299998762e+01,4.187853149699999733e+01
-8.777225198299998965e+01,4.190204610800000040e+01
-8.769191410299998779e+01,4.190147727699999791e+01
-8.757991751700001259e+01,4.173881665500000082e+01
-8.762823129400000255e+01,4.168888849599999702e+01
-8.770397830100000647e+01,4.187967241799999840e+01
-8.763044557599999962e+01,4.169770038600000106e+01
-8.755499093100000607e+01,4.175188352499999667e+01
-8.772462180200000148e+01,4.175269613500000077e+01
-8.757625215100000560e+01,4.176388095300000458e+01
-8.757098027399999296e+01,4.174383192399999842e+01
-8.772355737799999531e+01,4.186619399900000360e+01
-8.774937022899999306e+01,4.190048032300000358e+01
-8.767062415499999872e+01,4.188472080400000408e+01
-8.762456758100000798e+01,4.175145287800000204e+01
-8.768698941600000296e+01,4.176750468199999489e+01
-8.765785136099999875e+01,4.178319908299999952e+01
-8.763478565399999809e+01,4.175442441799999926e+01
